"<ID>";"ATPD_00101";"GTIN achat";"ATPDA_72101260";"ATPD_200133"
"AUCH_ACHA_106188213";"A0220170322000556207";"5010103939973";"";"PICON BIERE 18D 100CL"
"AUCH_ACHA_106188215";"A0220170322000400974";"7630040403016";"Alcool j'achète pas à moins de 18 ans;Femme enceinte";"Boisson arômatisée à base de vin"
"AUCH_ACHA_106193405";"A0220170919000429168";"5010496004685";"";"SINGLE MALT SCOTCH WHISKY"
"AUCH_ACHA_106202095";"A0220180410000060882";"7610113000236";"";"Liqueur"
"AUCH_ACHA_106203860";"A0220180502000754941";"5010327255026";"";"Blended Scotch Whisky  "
"AUCH_ACHA_106206276";"A0220180612000269734";"5601144705001"
"AUCH_ACHA_106207500";"A0220180703000080078";"3303289200091";"";"Coffret 5 mignonnettes de liqueurs 5X3 cl"
"AUCH_ACHA_106213431";"A0220181005000591955";"5900343005296";"";"Vodka   "
"AUCH_ACHA_106215175";"A0220181119000552654";"3596710467600";"";"DWORAKOFF-VODKA LEMON 50CL 37.5%"
"AUCH_ACHA_106217570";"A0220190107000681240";"5000281045627";"";"SPIRITUEUX"
"AUCH_ACHA_106230488";"A0220190510000547968";"3173862120012";"Femme enceinte";"boisson spiritueuse"
"AUCH_ACHA_106231969";"A0220190517000757987";"3376370103748";"Point vert;Femme enceinte";"Crème de châtaigne 18% - 70 cl"
"AUCH_ACHA_106231978";"A0220190516000066844";"3376370121216";"Point vert;Femme enceinte";"Liqueur Petite Verveine du Velay 18% - 50 cl "
"AUCH_ACHA_106231987";"A0220190517000574356";"3267571200018";"Point vert;Femme enceinte";"Liqueur de Gentiane 20% - 100 cl"
"AUCH_ACHA_106232626";"A0220190523000573009";"7630040401920";"";"Boisson Arômatisée à base de vin"
"AUCH_ACHA_106232653";"A0220190524000089211";"5010327253770";"";"Blended Scotch Whisky  "
"AUCH_ACHA_106237230";"P02000000000DS4";"5010314307905";"";"Blended Scotch Whisky  "
"AUCH_ACHA_106240092";"P02000000000GV7";"5099873017623";"";"LIQUEUR DE WHISKY"
"AUCH_ACHA_106242623";"P02000000000IXB";"4901777305359";"";"ROKU GIN"
"AUCH_ACHA_106245494";"P02000000000MB8";"3260420091867";"";"CIDRE PUR JUS DOUX 75 CL"
"AUCH_ACHA_106246819";"P02000000000O2G";"3303281801456";"Point vert";"Eau-de-vie Marc de Gewurztraminer AOC 0,70"
"AUCH_ACHA_106247087";"P02000000000O72";"0075496002005";"";"Bitter angostura 20cl 44.7° Trinidad et Tobago"
"AUCH_ACHA_106250003";"P02000000000QAX";"3011932033070";"Femme enceinte;Alcool j'achète pas à moins de 18 ans";"Whisky "
"AUCH_ACHA_106250058";"P02000000000QDG";"3500870066962";"";"Blended malt scotch Whisky  "
"AUCH_ACHA_106257327";"A0219971212000368488";"3267571000014";"";"Liqueur de Gentiane 16% - 100 cl"
"AUCH_ACHA_106257465";"A0220020206000088824";"3596710423224";"Indication géographique protégée";"Cidre bouché de Normandie Doux"
"AUCH_ACHA_106257942";"A0219931118000050866";"3012992422002";"Point vert;Femme enceinte";"Blended Scotch Whisky"
"AUCH_ACHA_106258021";"A0219970925000084904";"3147690071600";"";"Cognac "
"AUCH_ACHA_106258035";"A0219970925000084905";"3147690033509";"Femme enceinte;Point vert";"BLISTER SPIRITUEUX AU KIRSCH SYLVAIN 20 cl 18D"
"AUCH_ACHA_106260356";"A0219900101000050681";"3163937632007";"";"Blended scotch Whisky"
"AUCH_ACHA_106260388";"A0219900101000050480";"3254560020467";"";"Pastis de Marseille 45D"
"AUCH_ACHA_106260504";"A0219900101000050324";"3596710445233";"";"ARMAGNAC Appellation d'Origine Contrôlée"
"AUCH_ACHA_106260887";"A0219941109000052521";"3147690051107";"";"Blended scotch whisky"
"AUCH_ACHA_106260888";"A0220021223000508067";"3012992172006";"";"Liqueur"
"AUCH_ACHA_106260907";"A0219941117000052983";"3147690051206";"";"Blended scotch whisky"
"AUCH_ACHA_106260575";"A0219950706000059553";"3379974406017";"";"PASTIS HENRI BARDOUIN"
"AUCH_ACHA_106260869";"A0219950111000054631";"3255537503075";"";"Rhum agricole"
"AUCH_ACHA_106260346";"A0219900101000050519";"3107872000507";"Point vert;Femme enceinte";"WHISKY"
"AUCH_ACHA_106260852";"A0219971010000050685";"3023480110707";"";"CHARTREUSE VERTE 70 CL 55°"
"AUCH_ACHA_106260871";"A0219900101000050116";"3035542004206";"";"liqueur à base d'écorce d'orange   "
"AUCH_ACHA_106260952";"A0220001221000766177";"3394215741160";"Femme enceinte;Point vert";"Pastis de Marseille"
"AUCH_ACHA_107024060";"A0220120302000184414";"3193460500900";"";"Muscat d'apéritif - muscat moelleux - 75 cl"
"AUCH_ACHA_108940520";"P02000000000WXF";"7630040401357";"";"Boisson arômatisée à base de vin"
"AUCH_ACHA_109330625";"A0220130703000120935";"5000299607046";"";"Speyside Single Malt Scotch Whisky"
"AUCH_ACHA_109330841";"A0220190208000897827";"5000299620403";"";"Highland Single Malt Scotch Whisky"
"AUCH_ACHA_109331184";"A0219900101000050023";"5010106113127";"";"Blended Scotch Whisky"
"AUCH_ACHA_114657047";"A0220100503000677337";"3267130027933";"Femme enceinte";"Rhum agricole élévé sous bois"
"AUCH_ACHA_125982883";"P02000000000Z6D";"3163932260427";"";"Pastis de Marseille"
"AUCH_ACHA_128291299";"P02000000000ZUB";"8501110084260";"";"Rhum"
"AUCH_ACHA_104420825";"P0200000000018D";"3057640458828";"Origine Française Garantie";"Boisson à l'eau minérale naturelle Volvic, au jus de fruits à base de concentré."
"AUCH_ACHA_104421184";"A0220150226000592066";"3268651007282";"";"Boisson aromatisée à base d'eau de source gazéifiée"
"AUCH_ACHA_104421215";"A0220170208000248805";"3268651004885";"";"Carola aromatisée Citron Vert 1,25l"
"AUCH_ACHA_104421268";"A0219960521000052485";"3268650604024";"";"CAROLA ROUGE 6x50 cl PET"
"AUCH_ACHA_104421173";"A0220150226000163938";"3268651480009";"";"CAROLA ARO 125 cl CITRON"
"AUCH_ACHA_104421262";"A0219960521000052476";"3268650606028";"";"CAROLA VERTE 6x50 cl PET"
"AUCH_ACHA_104421296";"A0219970408000065298";"3268650006057";"";"CAROLA VERTE 125 cl PET"
"AUCH_ACHA_104536714";"P02000000000H6O";"8002270686665";"";"Boisson gazeuse avec du jus de grenade à base de concentré et du jus de cassis à base de concentré, aromatisée"
"AUCH_ACHA_104760154";"P02000000000NYV";"3092718627096";"";"Boisson rafraîchissante aux fruits aromatisée, avec vitamines							 "
"AUCH_ACHA_104775605";"A0220140731000799234";"3502110006790";"";"Jus d'orange."
"AUCH_ACHA_104775752";"A0220180206000338684";"3092718623203";"";"Boisson rafraîchissante à la fraise et à l'eau, goût fraise."
"AUCH_ACHA_104775748";"A0220180212000484254";"3502110010476";"";"Boisson gazeuse aux arômes naturels de citron et citron vert, avec sucre et édulcorant."
"AUCH_ACHA_104775794";"A0220181107000425995";"5000112639971";"";"Boisson rafraîchissante au jus d'orange avec sucre et édulcorants."
"AUCH_ACHA_104899442";"A0220090320000079958";"3179732333926";"";"Eau minérale naturelle. Source : Grande Source"
"AUCH_ACHA_104899541";"A0220121115000906032";"8002270356476";"";"Boisson pétillante au jus d'orange d'Italie à base de concentré"
"AUCH_ACHA_104900464";"A0219971027000364338";"3254563643380";"";"ST SIMON-SUCRE DE CANNE 70CL"
"AUCH_ACHA_104900500";"A0219900101000053677";"3272030009231";"";"Sirop de fraise"
"AUCH_ACHA_104900501";"A0219900101000053680";"3272030014235";"";"Sirop de cassis"
"AUCH_ACHA_105805008";"A0220150813000501880";"3057640467233";"";"Boisson à l'eau minérale naturelle, au jus de fruits à base de concentré et aux arômes naturels"
"AUCH_ACHA_105804039";"A0220131001000437997";"3057640430343";"";"Boisson à l'eau minérale naturelle, au jus de fruits à base de concentré et aux arômes naturels"
"AUCH_ACHA_106139634";"A0220060724000361567";"3551720012622";"";"LORINA Limonade Double Zest PET 1.5L"
"AUCH_ACHA_106139696";"A0220060706000678203";"3596710284542";"";"Jus d'orange - naturellement riche en vitamine C"
"AUCH_ACHA_106139787";"A0220060817000987824";"3596710301737";"";"Boisson gazéifiée goût agrumes avec édulcorants"
"AUCH_ACHA_106140113";"A0220061121000353707";"3265266075118";"Point vert";"Pêche Blanche de Méditerranée La Maison GUIOT 70 cl"
"AUCH_ACHA_106140047";"A0220061017000545937";"5449000131836";"";"Boisson rafraîchissante aux extraits végétaux, avec édulcorants.;"
"AUCH_ACHA_106142127";"A0220080307000468722";"3162855110116";"";"Eau Minérale Naturelle"
"AUCH_ACHA_106141881";"A0220071220000571019";"3434890020010";"";"Eau Minérale Naturelle"
"AUCH_ACHA_106142006";"A0220080124000181471";"3179732370761";"";"Eau minérale naturelle"
"AUCH_ACHA_106142203";"A0220080313000858991";"3057640380778";"";"Boisson à l'eau minérale naturelle et aux arômes naturels de fruits"
"AUCH_ACHA_106143511";"A0220080808000891488";"3596710329090";"";"Boisson à base d’eau de source aromatisée au citron citron vert"
"AUCH_ACHA_106143378";"A0220080708000426172";"9002490208592";"";"Boisson gazéifiée"
"AUCH_ACHA_106143757";"A0220080929000998670";"3596710740888";"";"Boisson gazéifiée aromatisée avec édulcorants"
"AUCH_ACHA_106144027";"A0220081127000459150";"9002490210717";"";"Boisson énergisante"
"AUCH_ACHA_106143933";"A0220081027000550916";"3254690670600";"Forest Stewardship Council 100%;AB Agriculture biologique";"Nectar de pomme à base de jus concentrés. Teneur en fruits 50% minimum."
"AUCH_ACHA_106144444";"A0220090129000777131";"3108020730239";"";"Eau Minérale Naturelle Naturellement Gazeuse"
"AUCH_ACHA_106144835";"A0220090327000400324";"3123340003085";"Triman;Point vert";"Jus d’ananas source de vitamines C et B9"
"AUCH_ACHA_106144712";"A0220090312000663859";"3448781302000";"";"Wattwiller eau minérale naturelle plate 6x1L"
"AUCH_ACHA_106144783";"A0220090319000458521";"9002490210779";"";"Boisson énergisante"
"AUCH_ACHA_106145238";"A0220090421000486774";"0000087177756";"Point vert";"Boisson gazeuse aux extraits naturels de citron et de citron vert."
"AUCH_ACHA_106146074";"A0220090921000419201";"3068320019314";"";"Eau minérale naturelle."
"AUCH_ACHA_106146131";"A0220090929000365285";"3228886030011";"";"Boisson rafraîchissante aux extraits de thé goût pêche, avec sucres et édulcorant."
"AUCH_ACHA_106148546";"A0220100514000055514";"3596710355303";"";"Boisson aux jus de fruits à base de concentrés, aromatisée Fraise-Framboise"
"AUCH_ACHA_106148360";"A0220100419000517329";"3502110003690";"";"Boisson rafraîchissante aux extraits de thé goût pêche, avec sucres et édulcorant."
"AUCH_ACHA_106149341";"A0220100713000473766";"3596710355129";"";"Nectar d'ananas à base de concentré et purée d'ananas - teneur en fruits: 50% minimum"
"AUCH_ACHA_106149346";"A0220100713000491919";"3596710355198";"";"Nectar de pomme à base de concentré - Teneur en fruits 60% minimum"
"AUCH_ACHA_106150419";"A0220110201000773589";"3287121175566";"";"Boisson au citron vert aromatisée à la menthe"
"AUCH_ACHA_106150458";"A0220110201000777948";"3287121175177";"";"Nectar multifruits tropical à base de jus concentré"
"AUCH_ACHA_106154989";"A0220111220000430660";"3052910008079";"";"BUBBLE GUM 33CL LE SIROP DE MONIN"
"AUCH_ACHA_106155561";"A0220120210000352652";"3596710366514";"Eurofeuille";"Jus multifruits  biologique "
"AUCH_ACHA_106155785";"A0220120306000236989";"3265266075033";"";"VIOLETTE 70CL LA MAISON GUIOT"
"AUCH_ACHA_106155959";"A0220120319000724925";"3502110004994";"";"Boisson rafraîchissante gazeuse aux extraits de thé goût citron vert."
"AUCH_ACHA_106155076";"A0220120103000569249";"5449000146274";"";"Boisson rafraîchissante saveur fraise kiwi"
"AUCH_ACHA_106156395";"A0220120419000050929";"3179730101824";"";"Eau minérale naturelle"
"AUCH_ACHA_106156854";"A0220120612000660444";"3596710366491";"Eurofeuille";"Jus d'orange issu de l'agriculture biologique"
"AUCH_ACHA_106156975";"A0220120702000453955";"3502110005243";"";"Jus d'orange avec pulpe."
"AUCH_ACHA_106158298";"A0220121127000577992";"3092718607371";"";"Sirop de menthe et de citron vert - Façon Mojito"
"AUCH_ACHA_106157638";"A0220120919000715823";"3057640422843";"";"Boisson à l'eau minérale naturelle, au jus de fruits à base de concentré et aux arômes naturels"
"AUCH_ACHA_106158617";"A0220130110000617033";"3254690086807";"AB Agriculture biologique;Eurofeuille;Forest Stewardship Council 100%";"nectar pomme cerise pêche à base de jus concentré et purée de fruits teneur en fruits : 50 % minimum produit issu de l'agriculture biologique"
"AUCH_ACHA_106158704";"A0220130110000086229";"3596710388479";"";"Boisson à base d’eau de source aromatisée au citron citron vert"
"AUCH_ACHA_106159831";"A0220130320000189240";"5449000006271";"";"Boisson rafraîchissante au jus d'orange avec sucre et édulcorants."
"AUCH_ACHA_106160872";"A0220130618000107964";"3596710387762";"";"Eau de Source de Montagne - Source Pyrénéa"
"AUCH_ACHA_106161262";"A0220130729000158055";"3068320110103";"";"Eau minérale naturelle avec adjonction de gaz carbonique"
"AUCH_ACHA_106161493";"A0220130822000221047";"3596710387786";"";"eau de source de montagne - source beaupré"
"AUCH_ACHA_106162738";"A0220131212000499007";"3068320145129";"";"Eau minérale naturelle avec adjonction de gaz carbonique"
"AUCH_ACHA_106163004";"A0220140109000184568";"3257971091316";"";"EAU MINERALE NATURELLE"
"AUCH_ACHA_106163119";"A0220140124000555917";"3092718610227";"";"Boisson concentrée aux fruits à diluer, avec édulcorants - Parfum GRENADINE"
"AUCH_ACHA_106163433";"A0220140203000462288";"3254385026101";"";"Eau De Source"
"AUCH_ACHA_106164387";"A0220140318000919599";"3596710404063";"";"Jus d'ananas à base de concentré"
"AUCH_ACHA_106164414";"A0220140318000983477";"3596710404094";"";"Jus de pomme à base de concentré"
"AUCH_ACHA_106164782";"A0220140410000581328";"3502110005670";"";"Jus de pomme."
"AUCH_ACHA_106165135";"A0220140509000912646";"3502110006677";"Point vert";"Jus d'orange."
"AUCH_ACHA_106166303";"A0220140808000576081";"3248710510106";"Point vert";"LIMONADE BLANCHE HAMOUD 150cl PET"
"AUCH_ACHA_106166387";"A0220140904000559059";"7613034884565";"";"Eau minérale naturelle"
"AUCH_ACHA_106167451";"A0220141023000268230";"3057640431098";"";"Volvic Juicy Fraise 50CL"
"AUCH_ACHA_106167800";"A0220141024000729605";"3596710405053";"";"Boisson au jus de fruits à base de jus d'ananas à base de concentré et de lait de coco, aromatisée - Teneur en fruits 25% minimum."
"AUCH_ACHA_106167859";"A0220141024000590094";"3596710408504";"";"jus multifruits - Naturellement riche en vitamine C"
"AUCH_ACHA_106170161";"A0220150220000185529";"5000112609790";"";"Boisson rafraîchissante aux extraits végétaux.;"
"AUCH_ACHA_106170357";"A0220150305000512638";"3502110006929";"";"Boisson gazeuse non alcoolisée goût citron vert et menthe, avec sucre et édulcorant d'origine naturelle."
"AUCH_ACHA_106172355";"A0220150526000522477";"3760205590009";"";"CRAZY TIGER ENERGY PET 1L"
"AUCH_ACHA_106172495";"A0220150609000770824";"3596710417506";"";"Boisson gazéifiée goût citron et citron vert "
"AUCH_ACHA_106174519";"A0220150826000061332";"3596710419524";"";"jus de pomme"
"AUCH_ACHA_106174553";"A0220150826000061921";"3596710417537";"";"jus multifruits riche en vitamine C"
"AUCH_ACHA_106175035";"A0220150907000311963";"3124480100016";"";"Boisson rafraîchissante aux fruits et à l'eau de source, aromatisée."
"AUCH_ACHA_106175991";"A0220151104000106829";"3057640243318";"Point vert";"Eau minérale naturelle"
"AUCH_ACHA_106176590";"A0220151218000492157";"3596710431939";"";"Boisson gazéifiée saveur citron et citron vert "
"AUCH_ACHA_106176582";"A0220151218000659428";"3274936601700";"AB Agriculture biologique;Point vert;Eurofeuille";"Jus d’orange à base de concentré, issu de l’agriculture biologique."
"AUCH_ACHA_106177034";"A0220160115000480537";"3124480185204";"";"Boisson rafraichissante à l'infusion de thé blanc, parfum framboise. Parfum framboise"
"AUCH_ACHA_106177545";"A0220160201000403708";"3596710432660";"";"Nectar de pêche à base de purée de pêche - Teneur en fruits 50% minimum"
"AUCH_ACHA_106177547";"A0220160201000459457";"3551720023079";"";"Lot de 2x1,25L LORINA Cristal Limonade Artisanale PET"
"AUCH_ACHA_106180877";"A0220160614000526250";"3092718605421";"";"Sirop de violette"
"AUCH_ACHA_106181514";"A0220160721000423365";"3502110008367";"";"Boisson rafraîchissante aux extraits de thé goût pêche, avec sucres et édulcorant."
"AUCH_ACHA_106181766";"A0220160803000185355";"3596710437979";"";"Boisson aux extraits de thé, aromatisé goût framboise"
"AUCH_ACHA_106181630";"A0220160729000167474";"3052911236501";"Point vert";"Fruit de la Passion Le Sirop de MONIN 33 cl"
"AUCH_ACHA_106184704";"A0220161124000788732";"5449000188526";"";"Boisson rafraîchissante aromatisée saveur fruits exotiques"
"AUCH_ACHA_106185192";"A0220161227000522662";"3502110009265";"Point vert";"Boisson gazeuse rafraîchissante aux arômes naturels d'agrumes avec autres arômes naturels, avec sucre et édulcorant."
"AUCH_ACHA_106186111";"A0220170202000536862";"3596710449828";"";"Jus de pomme trouble riche en vitamine C"
"AUCH_ACHA_106186847";"A0220170223000057860";"3502110009463";"";"Jus d'orange."
"AUCH_ACHA_106186866";"A0220170228000405489";"3502110009371";"";"Boisson gazeuse rafraîchissante aux extraits végétaux avec édulcorants."
"AUCH_ACHA_106186831";"A0220170223000555420";"3124480159076";"";"Boisson gazeuse rafraîchissante aux fruits."
"AUCH_ACHA_106186839";"A0220170222000892368";"3124480186577";"";"Boisson rafraîchissante aux fruits et à l'eau de source, aromatisée."
"AUCH_ACHA_106188144";"A0220170317000187713";"3596710480128";"";"Jus multifruits - Riche en vitamine C"
"AUCH_ACHA_106188146";"A0220170317000993328";"3596710480111";"";"Jus multifruits naturellement riche en vitamine C"
"AUCH_ACHA_106188711";"A0220170329000816856";"1200101466593";"";"Boisson au jus de cranberry avec édulcorant"
